Data,Adreça,Adreça geo,Hora,Entitat,Latitude,Longitude,data,direccio,direccio geo,demandant,resolucio,hashtag,rao,latitude,longitude,match
06/05/2019,,,,,,,6/5/2019,"C/ Lleida, 9, sótano 1ª, Sant Adrià del Besòs (08930)","Carrer de Lleida, 9, 1ª, 08930 Sant Adrià de Besòs, Barcelona, Spain","CAIXABANK, S.A.",SUSPÈS,#FranciscoSeQueda,Desnonaments per hipoteca,41.4253883,2.2283738,
06/05/2019,,,,,,,6/5/2019,"C/ Muntaner, 109, local tienda 2ª, Barcelona (08036)","Carrer de Muntaner, 87, 08036 Barcelona, Spain",Inmb.,SUSPÈS,#SoluciónParaLupe,Desnonaments per hipoteca,41.388363,2.156928,
06/05/2019,C/ Bonaventura Polles 28,"Carrer de Bonaventura Pollés, 28, 08014 Barcelona, Spain",9:15h,Grup d'Habitatge de Sants,41.3715714,2.1328702,6/5/2019,"C/ Bonaventura Pollés, 28, Barcelona (08014 Sants)","Carrer de Bonaventura Pollés, 28, 08014 Barcelona, Spain",FUNDACION PRIVADA HABITAT 3 2on llançament,ATURAT en porta,,Desnonaments per hipoteca,41.3715714,2.1328702,x
07/05/2019,,,,,,,7/5/2019,"C/ Cadí, 13,  Barcelona (08031)","Carrer del Cadí, 13, 08031 Barcelona, Spain","BANKIA, S.A. / FORMENTERA DEBT HOLDINGS DAC",SUSPÈS,,Desnonaments per hipoteca,41.431184,2.1677045,
07/05/2019,,,,,,,7/5/2019,"C/ Baixada Can Mateu, 27-29, Barcelona (08032)","Baixada de Can Mateu, 27, 08032 Barcelona, Spain","ASESORIA BARNA, S.L.",SUSPÈS,#NellySeQueda,Desnonaments per hipoteca,41.4284372,2.1604319,
07/05/2019,"C/ José Millan González,12","Carrer de José Millán González, 12, 08024 Barcelona, Spain",a confirmar,500x20,41.415515,2.1604933,,,,,,,,,,
07/05/2019,"C/ Vall d'Ordesa, 2","Carrer de la Vall d'Ordesa, 2, 08031 Barcelona, Spain",a confirmar,500x20,41.4311985,2.1669368,,,,,,,,,,
7/05/2019,C/ José Millán González 12,"Carrer de José Millán González, 12, 08024 Barcelona, Spain",10.45 h,"Sindicat d'Habitatge de Vallcarca, Xarxa d'Habitatge d'Horta Guinardó i 500x20",41.415515,2.1604933,,,,,,,,,,
07/05/2019,"Llocs: C/ Vall d'Ordesa, 2","Carrer de la Vall d'Ordesa, 2, 08031 Barcelona, Spain",11:15h,500x20,41.4311985,2.1669368,,,,,,,,,,
08/05/2019,,,,,,,8/5/2019,"C/ Arc de Teatre, 67 bis, 2º 1ª, Barcelona (08001)","Carrer de l'Arc del Teatre, 67, 1ª, 08001 Barcelona, Spain",Inmb.,ATURAT en porta,#SoluciónParaFazul,Desnonaments per hipoteca,41.3750663,2.1729013,
8/05/2019,"C/ Tamarit, 115","Carrer de Tamarit, 115, 08015 Barcelona, Spain",9:30h,Fem Sant Antoni,41.37647,2.1577457,8/5/2019,"C/ Tamarit, 115, Barcelona (08015)","Carrer de Tamarit, 115, 08015 Barcelona, Spain","TEMPORE PROPERTIES SOCIMI, S.A.",ATURAT en porta,#RajaSeQueda,Desnonaments per hipoteca,41.37647,2.1577457,x
8/05/2019,"C/ del Call, 20","Carrer de Salomó ben Adret, 9, 08002 Barcelona, Spain",10:15h,Resistim Al Gòtic,41.3826626,2.1757295,,,,,,,,,,
09/05/2019,,,,,,,9/5/2019,"Avda. Meridiana, 344, Barcelona (08027)","Avinguda Meridiana, 344, 08027 Barcelona, Spain","CEVASA PATRIMONIO EN ALQUILER, S.L.U.",SUSPÈS,#BertaSeQueda,Desnonaments per hipoteca,41.4266857,2.1861332,
9/5/2019,"C/ Provença, 573","Carrer de Provença, 573, 08026 Barcelona, Spain",9:00h,Observatori d'Habitatge i Turisme del Clot-Camp de l'Arpa,41.4099283,2.1817412,,,,,,,,,,
10/05/2019,,,,,,,10/5/2019,"C/ Calabria, 278, Barcelona (08029)","Carrer de Calàbria, 278, 08029 Barcelona, Spain","TABORA 21, S.L.",SUSPÈS,#VeraSeQueda,Desnonaments per hipoteca,41.3879546,2.1445066,
10/5/2019,"C/ Creu Coberta, 69","Carrer de la Creu Coberta, 69, 08014 Barcelona, Spain",9:00h,Grup d'Habitatge de Sants,41.3750762,2.1456916,,,,,,,,,,
13/05/2019,,,,,,,13/5/2019,"C/ Ausona, 17, Barcelona (08033)","Carrer d'Ausona, 17, 08033 Barcelona, Spain","GESCAT VIVENDES EN COMERCIALITZACION, S.L.U. 5è llançament",SUSPÈS,#JeissonSeQueda,Desnonaments per hipoteca,41.4507913,2.1921091,
13/05/2019,,,,,,,13/5/2019,"C/ Las Torres, 59, Barcelona (08042)","Avinguda de la Reina Maria Cristina, 08004 Barcelona, Spain","BANCO DE SANTANDER, S.A.",SUSPÈS,#MaríaVictoriaSeQueda,Desnonaments per hipoteca,41.3739669,2.1498049,
14/05/2019,,,,,,,14/5/2019,"C/ Aurora, 20, Barcelona (08001)","Carrer de l'Aurora, 20, 08001 Barcelona, Spain","BBVA, S.A.",SUSPÈS,#AbdulSeQueda,Desnonaments per hipoteca,41.378175,2.1673024,
14/5/2019,"C/ Sant Miquel, 5","Carrer de Sant Miquel, 5, 08003 Barcelona, Spain",9:00h,Comissió d'Habitatge de la Barceloneta,41.3812733,2.1877853,,,,,,,,,,
14/5/2019,"C/ Santa Madrona, 28","Passeig de Santa Madrona, 28, 08038 Barcelona, Spain",10:00h,"Raval Rebel, Sindicat d'Habitatge del Raval",41.3677927,2.1576679,,,,,,,,,,
15/5/2019,"Rambla de Guipúscoa, 2","Rambla de Guipúscoa, 2, 08018 Barcelona, Spain",10:15h,PAH Barcelona,41.4128534,2.1928377,15/5/2019,"Rambla de Guipúscoa, 2, 1º 3ª, Barcelona (08018)","Rambla de Guipúscoa, 2, 3ª, 08018 Barcelona, Spain",Inmb.,ATURAT en porta,#SoluciónParaAnastasia,Desnonaments per hipoteca,41.4128534,2.1928377,x
16/05/2019,,,,,,,16/5/2019,"C/ Badalona, 19-21, Barcelona (08014)","21, Carrer de Joaquim Vayreda, 19, 08911 Badalona, Barcelona, Spain",BBVA,SUSPÈS,,Desnonaments per hipoteca,41.4575667,2.2612706,
16/5/2019,"Rambla Badal, 134","Rambla de Badal, 134, 08028 Barcelona, Spain",10:00h,Grup d'Habitatge de Sants,41.3725028,2.1317266,,,,,,,,,,
17/05/2019,"Via Favència, 285","Via Favència, 285, 08033 Barcelona, Spain",9:30h,Asociación Lola No Estás Sola i 500x20,41.4466647,2.1823124,,,,,,,,,,
17/05/2019,"C/ Rasos de Peguera, 6","Av. dels Rasos de Peguera, 6, 08033 Barcelona, Spain",8:00h,AVV Ciutat Meridiana i PAH Barcelona,41.4621263,2.1790702,,,,,,,,,,
17/05/2019,"C/ Galileu, 34","Carrer de Galileu, 34, 08028 Barcelona, Spain",7:00h,Can Migra,41.3767837,2.1356995,,,,,,,,,,
20/05/2019,,,,,,,20/5/2019,"C/ Muga, 11, Barcelona (08038)","Carrer de la Muga, 11, 08038 Barcelona, Spain",BANCO SABADELL,SUSPÈS,#TamaraSeQueda,Desnonaments per hipoteca,41.3632787,2.1409596,
20/5/2019,"C/ Lleida, 38","Carrer de Lleida, 38, 08004 Barcelona, Spain",10:00h,"Sindicat de Barri de Poble Sec, Grup d'Habitatge de Sants, Obra Social BCN",41.3723147,2.1553618,,,,,,,,,,
20/5/2019,"C/ del Regomir, 28","Carrer del Regomir, 28, 08002 Barcelona, Spain",11:00h,Resistim el Gòtic,41.3810249,2.1801288,,,,,,,,,,
20/5/2019,"C/ Paredes, 19","Carrer de Paredes, 19, 08003 Barcelona, Spain",9:30h,Comissió d'Habitatge de la Barceloneta,41.3807565,2.1881695,,,,,,,,,,
20/05/2019,"C/ Espalter, 6","Carrer d'Espalter, 6, 08001 Barcelona, Spain",09:30h,"Raval Rebel, Sindicat d'Habitatge del Raval",41.3784265,2.1707372,,,,,,,,,,
21/05/2019,,,,,,,21/5/2019,"C/ Roger de Flor, 65-67, Barcelona (08013)","Carrer de Roger de Flor, 65, 08013 Barcelona, Spain",SABADELL REAL ESTATE,SUSPÈS,,Desnonaments per hipoteca,41.3934579,2.1795143,
21/05/2019,"C/ Independència, 331","Carrer de la Independència, 331, 08026 Barcelona, Spain",de 08:00h a 15:00h,"Puntales II, Observatori del Clot",41.4098602,2.1804407,,,,,,,,,,
21/05/2019,"C/Pinar del Rio, 16","Carrer de Pinar del Rio, 16, 08027 Barcelona, Spain",11:30h,500x20,41.4223911,2.1827872,,,,,,,,,,
22/05/2019,"C/ de Mozart, 2","Carrer de Mozart, 2, 08012 Barcelona, Spain",08:45h,PAH Barcelona,41.3989916,2.158896,22/5/2019,"C/ Mozart, 2,  Badalona (08917)","Carrer de Mozart, 2, 08917 Badalona, Barcelona, Spain","BANCO POPULAR ESPAÑOL, S.A. – IM Pastor 3 Fondo de Titulización Hipotecaria 3r llançament",ATURAT en porta,#ChangpiSeQueda,Desnonaments per hipoteca,41.4507102,2.2224849,x
22/05/2019,"C/ de l'Autonomia, 13","Carrer de l'Autonomia, 13, 08014 Barcelona, Spain",09:45h,PAH Barcelona,41.3768518,2.1384938,22/5/2019,"C/ Autonomía, 13-15, Barcelona (08014 Sants)","Barcelona, Spain",Inmb.,ATURAT en porta,#SoluciónParaDébora,Desnonaments per hipoteca,41.3850639,2.1734035,x
23/05/2019,,,,,,,23/5/2019,"Rambla Fabra i Puig, 11 Barcelona (08030)","Rambla de Fabra i Puig, 11, 08030 Barcelona, Spain",Inmb. 3r llançament,ATURAT en porta,#SoluciónParaVanesa,Desnonaments per hipoteca,41.4300106,2.1887119,
23/05/2019,,,,,,,23/5/2019,"C/ Tossal, 25, Barcelona (08033)","Carrer del Tossal, 25, 08033 Barcelona, Spain",Inmb.,ATURAT en porta,#SoluciónParaFernando,Desnonaments per hipoteca,41.4487236,2.1920086,
23/5/2019,"C/ Foradada, 100","Carrer de la Foradada, 100, 08033 Barcelona, Spain",10:30h,500x20,41.4528783,2.1934109,,,,,,,,,,
23/5/2019,"C/ Servet, 131","Carrer de Servet, 131, 08030 Barcelona, Spain",10:00h,Sindicat d'Habitatge de Sant Andreu,41.4374514,2.185386,,,,,,,,,,
24/05/2019,,,,,,,24/5/2019,"C/ Semoleres, 8, Barcelona (08003)","Carrer de les Semoleres, 8, 08003 Barcelona, Spain",Inmb. 4rt llançament,ATURAT en porta,#SoluciónParaAbdelhadi,Desnonaments per hipoteca,41.3853509,2.1791042,
24/05/2019,"C/ Aurora, 17","Carrer de l'Aurora, 17, 08001 Barcelona, Spain",09:15h,Sindicat d'Habitatge del Raval,41.3781859,2.1674236,,,,,,,,,,
24/05/2019,"C/ Magalhaes, 48","Carrer de Magalhães, 48, 08004 Barcelona, Spain",11:00h,"Sindicat de Barri de Poble Sec, Raval Rebel",41.3725428,2.1617434,,,,,,,,,,
29/05/2019,,,,,,,29/5/2019,"Travesera de Dalt, 66-68-70, Barcelona (08024 Gràcia)","Travessera de Dalt, 66, 08024 Barcelona, Spain",BANKIA 4rt llançament,SUSPÈS,#JosepMariaSeQueda,Desnonaments per hipoteca,41.4099976,2.1559975,
29/05/2019,,,,,,,29/5/2019,"Via Julia, 35, Barcelona","Via Júlia, 35, 08042 Barcelona, Spain",Inmb.,ATURAT en porta,#SoluciónParaCarlos,Desnonaments per hipoteca,41.4400927,2.1756798,
29/05/2019,,,,,,,29/5/2019,"C/ Calderón de la Barca, 39, Hospitalet de Ll. (08906)","Carrer Calderón de la Barca, 39, 08906 L'Hospitalet de Llobregat, Barcelona, Spain",BBVA,ATURAT en porta,#BenceslaoSeQueda,Desnonaments per hipoteca,41.3719271,2.1023161,
29/05/2019,,,,,,,29/5/2019,"C/ Ingeniero Moncunill, 29, 3º 3ª, L’Hospitalet de Ll. (08905)","Carrer Enginyer Moncunill, 29, 3ª, 08905 L'Hospitalet de Llobregat, Barcelona, Spain","CAN VIDAL CERVELLO PI, S.L",EXECUTAT,#JuanSeQueda,Desnonaments per hipoteca,41.3712949,2.1103954,
29/05/2019,,,,,,,29/5/2019,"C/ Sicilia, 200, Barcelona (08013)","Carrer de Sicília, 200, 08013 Barcelona, Spain",Inmb.,REALLOTJAMENT,#SoluciónParaPampa,Desnonaments per hipoteca,41.3972345,2.179548,
29/05/2019,,,,,,,29/5/2019,"C/ Girona, 27, entlº 3ª, l’Hospitalet (08901)","Carrer Girona, 27, 3ª, 08901 L'Hospitalet de Llobregat, Barcelona, Spain",Inmb.,,,Desnonaments per hipoteca,41.3627085,2.1028031,
29/05/2019,"Av. Rasos de Peguera, 94","Av. dels Rasos de Peguera, 94, 08033 Barcelona, Spain",9:00h,"500x20, AVV Ciutat Meridiana, Xarxa d'Habitatge d'Horta-Guinardó",41.46125,2.17677,29/5/2019,"C/ Rasos de Peguera, Barcelona (08033)","Av. dels Rasos de Peguera, 08033 Barcelona, Spain","OLIFEL – BCN, S.L.",ATURAT en porta,,Desnonaments per hipoteca,41.4606726,2.17418,x
29/05/2019,"C/ Jaume Pinent, 23","Carrer de Jaume Pinent, 23, 08042 Barcelona, Spain",10:00h,"500x20, AVV Ciutat Meridiana, Xarxa d'Habitatge d'Horta-Guinardó",41.4464443,2.1759769,,,,,,,,,,
29/05/2019,"C/ Conca de Tremp, 72","Carrer de la Conca de Tremp, 72, 08032 Barcelona, Spain",DESNONAMENT OBERT,"500x20, AVV Ciutat Meridiana, Xarxa d'Habitatge d'Horta-Guinardó",41.4211894,2.1573202,29/5/2019,"C/ Conca de Tremp, 72,  Barcelona (08032)","Carrer de la Conca de Tremp, 72, 08032 Barcelona, Spain",Inmb.,EXECUTAT,#SoluciónParaVega,Desnonaments per hipoteca,41.4211894,2.1573202,x
30/05/2019,,,,,,,30/5/2019,"Gran Via de les Corts Catalanes, 278, Barcelona (08004)","Gran Via de les Corts Catalanes, 278, 08004 Barcelona, Spain",Inmb.  3r llançament,ATURAT en porta,#SoluciónParaLaura,Desnonaments per hipoteca,41.3714276,2.1447742,
30/05/2019,"C/ Vallhonrat, 18","Carrer de Vallhonrat, 18, 08004 Barcelona, Spain",hora a confirmar,Sindicat de Barri de Poble Sec,41.3742043,2.1569579,,,,,,,,,,
30/05/2019,"C/ Morera, 6","Carrer de la Morera, 6, 08001 Barcelona, Spain",11:45h,Sindicat d'Habitatge del Raval,41.3813157,2.1717665,,,,,,,,,,
30/05/2019,"C/ Vallhonrat, 18","Carrer de Vallhonrat, 18, 08004 Barcelona, Spain",12h,Sindicat de Barri de Poble Sec,41.3742043,2.1569579,,,,,,,,,,
31/05/2019,,,,,,,31/5/2019,"C/ Condesa Pardo Bazán, 15, Barcelona (08027)","Carrer de la Comtessa de Pardo Bazán, 15, 08027 Barcelona, Spain",Inmb. 3r llançament,EXECUTAT,,Desnonaments per hipoteca,41.4243445,2.1852309,
31/05/2019,,,,,,,31/5/2019,"C/ Matanzas, 28,  Barcelona (08027)","Carrer de Matanzas, 28, 08027 Barcelona, Spain","GESCAT VIVENDES EN COMERCIALITZACIO, S.L.",ATURAT en porta,#AjendroSeQueda,Desnonaments per hipoteca,41.4221343,2.1821973,
03/06/2019,,,,,,,3/6/2019,"C/ Balmes, 319,  Barcelona (08006)","Carrer de Balmes, 319, 08006 Barcelona, Spain","CRITERIA CAIXA, S.A.U. 2on llançament",SUSPÈS,#IsabelSeQueda,Desnonaments per hipoteca,41.4028439,2.144137,
04/06/2019,,,,,,,4/6/2019,"C/ Foc Follet, 59,  Barcelona (08030)","Carrer del Foc Follet, 59, 08030 Barcelona, Spain",BBVA 3r llançament,SUSPÈS,#UmaroSeQueda,Desnonaments per hipoteca,41.4345239,2.2046711,
04/06/2019,,,,,,,4/6/2019,"C/ d’Alcudia, 72,  Barcelona","Carrer d'Alcúdia, 72, 08016 Barcelona, Spain",BBVA,SUSPÈS,#VilmaSeQueda,Desnonaments per hipoteca,41.4370646,2.1753313,
04/06/2019,,,,,,,4/6/2019,"C/ San Manuel, 17, Barcelona (08031)","Carrer Sant Manuel, 17, 08031 Barcelona, Spain","AVIR INVESTMENTS 2016, S.L.U. 3r llançament",SUSPÈS,#MiriamSeQueda,Desnonaments per hipoteca,41.4297091,2.1672929,
04/06/2019,"C/ Llenguadoc, 64","Carrer del Llenguadoc, 64, 08030 Barcelona, Spain",10h,Sindicat d'Habitatge de Sant Andreu,41.4308877,2.186879,,,,,,,,,,
04/06/2019,"C/ Rasos de Peguera, 13","Av. dels Rasos de Peguera, 13, 08033 Barcelona, Spain",10h,Avv Ciutat Meridiana,41.461221,2.1782568,,,,,,,,,,
04/06/2019,"C/ Perafita, 26","Carrer de Perafita, 26, 08033 Barcelona, Spain",11h,Avv Ciutat Meridiana,41.4598355,2.1700489,,,,,,,,,,
05/06/2019,,,,,,,5/6/2019,"C/ Arc del Teatre, 67 bis, Barcelona (08001)","Carrer de l'Arc del Teatre, 67B, 08001 Barcelona, Spain",Inmb. 2on llançament,Aturat en porta,#SoluciónParaAdul,Desnonaments per hipoteca,41.3751191,2.1729268,
05/06/2019,,,,,,,5/6/2019,"C/ del Salvador, 18, Barcelona (08001)","Carrer dels Salvador, 18, 08001 Barcelona, Spain","BUDMAC INVESTMENTS II, S.L.U.",SUSPÈS,#JesicaSeQueda,Desnonaments per hipoteca,41.3782328,2.1648228,
05/06/2019,"C/ Comte Sta. Clara, 53-55","Carrer del Comte de Santa Clara, 53, 08003 Barcelona, Spain",09:00h,Comissió d'Habitatge de la Barceloneta,41.3774773,2.1896655,,,,,,,,,,
06/06/2019,Passatge d'Irlanda 11,"Passatge d'Irlanda, 11, 08030 Barcelona, Spain",13h,Sindicat d'Habitatge de Sant Andreu,41.4316086,2.1865269,,,,,,,,,,
11/06/2019,,,,,,,11/6/2019,"C/ Alcudia, 72-74, Barcelona (08016 Nou Barris)",,BBVA 5è llançament,SUSPÈS,,Desnonaments per hipoteca,,,
11/06/2019,"C/ Sant Iscle, 67-69","Carrer de Sant Iscle, 67, 08031 Barcelona, Spain",9:00h,"500x20, AVV Ciutat Meridiana",41.4343319,2.1699165,,,,,,,,,,
11/06/2019,"C/ de les Agudes, 5-7","Carrer de les Agudes, 5, 08033 Barcelona, Spain",9:00h,"500x20, AVV Ciutat Meridiana",41.4626867,2.1770433,,,,,,,,,,
11/06/2019,C/ Pedraforca,"Pedraforca, 08697, Barcelona, Spain",9:00h,"500x20, AVV Ciutat Meridiana",42.2388889,1.7063889,,,,,,,,,,
12/06/2019,"C/ Magalhaes, 57-59","Carrer de Magalhães, 57, 08004 Barcelona, Spain",10:50h,Sindicat de Barri de Poble Sec,41.3725846,2.1611157,,,,,,,,,,
12/06/2019,"C/ Radas, 63","Carrer de Radas, 63, 08004 Barcelona, Spain",11:30h,Sindicat de Barri de Poble Sec,41.3723301,2.1605793,,,,,,,,,,
12/06/2019,"C/ de la Cera, 33","Carrer de la Cera, 33, 08001 Barcelona, Spain",10:40h,"Sindicat d'habitatge del Raval, Raval Rebel",41.3786615,2.1658726,,,,,,,,,,
12/06/2019,"C/ Hospital, 107","Carrer de l'Hospital, 107, 08001 Barcelona, Spain",11:00h,"Sindicat d'habitatge del Raval, Raval Rebel",41.3798535,2.1687304,,,,,,,,,,
12/06/2019,"C/ de l'Est, 111","Plaça de l'Estació, 111, 08030 Barcelona, Spain",12:00h,"Sindicat d'habitatge del Raval, Raval Rebel",41.4361022,2.1925455,,,,,,,,,,
14/06/2019,,,,,,,14/6/2019,"C/ Almeria, 20, Barcelona (08014)","Carrer de Sant Lluís, 64, 08024 Barcelona, Spain","ADMINISTRACION DE FINCAS TRAVÉ, S.L.",Aturat en porta,#SoluciónParaMoira,Desnonaments per hipoteca,41.4061025,2.1614084,
17/06/2019,,,,,,,17/6/2019,"C/ Casals, 19, 1º 2ª, Barcelona (08042)","Barcelona, Spain",Inmb.,SUSPÈS,,Desnonaments per hipoteca,41.3850639,2.1734035,
17/06/2019,,,,,,,17/6/2019,"C/ Pla de Fornells, 76, Barcelona (08042)","Carrer del Pla de Fornells, 76, 08042 Barcelona, Spain",AGENCIA DE L’HABITATGE DE CATALUNYA,SUSPÈS,#SoniaSeQueda,Desnonaments per hipoteca,41.4485314,2.1749918,
18/06/2019,,,,,,,18/6/2019,"C/ Calderón de la Barca, 39,  Hospitalet de Ll. (08906)","Carrer Calderón de la Barca, 39, 08906 L'Hospitalet de Llobregat, Barcelona, Spain",BBVA 3r llançament,SUSPÈS,,Desnonaments per hipoteca,41.3719271,2.1023161,
18/06/2019,"C/ Meer, 26","Barcelona, Spain",09:15h,Comissió d'habitatge de la Barceloneta,41.3850639,2.1734035,,,,,,,,,,
18/06/2019,"C/ St. Josep, 14","Rambla de Sant Josep, 14, 08002 Barcelona, Spain",09:45h,Comissió d'habitatge de la Barceloneta,41.3819068,2.1726443,,,,,,,,,,
18/06/2019,"C/ Guifré, 4","Carrer de Guifré, 4, 08001 Barcelona, Spain",9:15h,Sindicat d'Habitatge del Raval,41.3815986,2.1664186,,,,,,,,,,
18/06/2019,"C/ Nou de la Rambla, 101","Carrer Nou de la Rambla, 101, 08001 Barcelona, Spain",10:15h,Sindicat d'Habitatge del Raval,41.3754129,2.1707559,,,,,,,,,,
18/06/2019,"C/ de l'Om, 6","Carrer de l'Om, 6, 08001 Barcelona, Spain",10:30h,Sindicat d'Habitatge del Raval,41.3760464,2.1716339,,,,,,,,,,
19/06/2019,"c/ Padilla, 359","Carrer de Padilla, 359, 08025 Barcelona, Spain",08:45h,PAH Barcelona,41.4106892,2.1704131,19/6/2019,"C/ Padilla, 359, Barcelona (08025)","Carrer de Padilla, 359, 08025 Barcelona, Spain",Inmb. 2on llançament,Aturat en porta,#SoluciónParaPurificación,Desnonaments per hipoteca,41.4106892,2.1704131,x
20/06/2019,,,,,,,20/6/2019,"Carretera de la Bordeta, 92,  Barcelona (08014)","Carretera de la Bordeta, 92, 08014 Barcelona, Spain","DESARROLLOS EMPRESARIALES MATARO, S.L.",SUSPÈS,#DianaSeQueda,Desnonaments per hipoteca,41.3726838,2.1422691,
20/06/2019,"C/ Còrsega, 178.","Carrer de Còrsega, 178, 08036 Barcelona, Spain",9:00h,Sindicat de Llogateres,41.3894344,2.1501142,,,,,,,,,,
20/06/2019,"c/ Ventura Platja, 17","Carrer de Ventura Plaja, 17, 08028 Barcelona, Spain",09h,Grup d'Habitatge de Sants,41.3747865,2.126675,,,,,,,,,,
20/06/2019,"C/ Florencia, 61","Carrer de Florència, 61, 08041 Barcelona, Spain",11h,PAHV Gramenet,41.4189752,2.1697533,,,,,,,,,,
20/06/2019,"C/ Milà i Fontanals, 17","Carrer de Milà i Fontanals, 17, 08012 Barcelona, Spain",12:30h,PAHV Gramenet,41.4008832,2.1625838,,,,,,,,,,
21/06/2019,C/Serbia 17,"Carrer de Sèrbia, 17, 08041 Barcelona, Spain",9:00h,500x20,41.4182675,2.1707709,,,,,,,,,,
25/06/2019,,,,,,,25/6/2019,"C/ Sors, 12, Barcelona (08024 Gràcia)","Carrer de Sors, 12, 08024 Barcelona, Spain",Inmb.,EXECUTAT,#SolucionParaMakechu,Desnonaments per hipoteca,41.4089574,2.1586016,
25/06/2019,,,,,,,25/6/2019,"C/ Consell de Cent, 217, Barcelona","Carrer del Consell de Cent, 217, 08011 Barcelona, Spain",Inmb.,ENTREGA CLAUS,#SoluciónParaMónica,Desnonaments per hipoteca,41.3852278,2.1577062,
25/06/2019,"C/Lleida, 38","Carrer de Lleida, 38, 08004 Barcelona, Spain",9:00h,"Sindicat de Barri de Poble Sec, Grup d'Habitatge de Sants, Obra Social Barcelona",41.3723147,2.1553618,,,,,,,,,,
25/06/2019,"C/Balboa, 10","Carrer de Balboa, 10, 08003 Barcelona, Spain",8:45h,PAH Barcelona,41.3819184,2.1875871,25/6/2019,"C/ Balboa, 10,  Barcelona (08003 Barceloneta)","Carrer de Balboa, 10, 08003 Barcelona, Spain",Inmb. 5è llançament,Aturat en porta,#SoluciónParaAziz,Desnonaments per hipoteca,41.3819184,2.1875871,x
25/06/2019,"C/ Torres i Bages, 43-45","Passeig de Torras i Bages, 43, 08030 Barcelona, Spain",9:30h,PAHV Gramanet,41.4383172,2.1909145,,,,,,,,,,
27/06/2019,,,,,,,27/6/2019,"C/ Lepant, 238-242,  Barcelona (08013)","Carrer de Lepant, 238, 08013 Barcelona, Spain",Inmb.,SUSPÈS,,Desnonaments per hipoteca,41.402534,2.179401,
27/06/2019,"C/ Olzinelles, 18","Carrer d'Olzinelles, 18, 08014 Barcelona, Spain",10h,Grup d'Habitatge de Sants,41.3734423,2.136352,,,,,,,,,,
27/06/2019,"C/ Doctor Pagès, 95","Carrer del Doctor Pagès, 95, 08923 Santa Coloma de Gramenet, Barcelona, Spain",09h,PAHV Gramenet,41.4466574,2.2183441,,,,,,,,,,
27/06/2019,"C/ Granada del Penedès, 12","Carrer de la Granada del Penedès, 12, 08006 Barcelona, Spain",9:00h,Oficina d'Habitatge Popular de Gràcia,41.3972947,2.1530956,,,,,,,,,,
28/06/2019,"C/ Varsòvia, 24","Carrer de Varsòvia, 24, 08041 Barcelona, Spain",a confirmar,Sindicat d'Habitatge de Sant Andreu,41.4235875,2.1762357,,,,,,,,,,
01/07/2019,,,,,,,1/7/2019,"C/ de la Mare de Déu de Port, 265-267, Barcelona (08038)","Carrer de la Mare de Déu de Port, 265, 08038 Barcelona, Spain",BBVA,Aturat en porta,#MariaSeQueda,Desnonaments per lloguer,41.3591731,2.1424958,
01/07/2019,"C/ Aurora, 17","Carrer de l'Aurora, 17, 08001 Barcelona, Spain",9:40h,Sindicat d'Habitatge del Raval,41.3781859,2.1674236,,,,,,,,,,
01/07/2019,"C/ Espalter, 6","Carrer d'Espalter, 6, 08001 Barcelona, Spain",10:20h,Sindicat d'Habitatge del Raval,41.3784265,2.1707372,,,,,,,,,,
01/07/2019,"C/ Hospital, 99","Carrer de l'Hospital, 99, 08001 Barcelona, Spain",data oberta,Sindicat d'Habitatge del Raval,41.3800856,2.1692704,,,,,,,,,,
02/07/2019,,,,,,,2/7/2019,"Rambla de Guipúscoa, 2, Barcelona (08018)","Rambla de Guipúscoa, 2, 08018 Barcelona, Spain",Inmb. 3r llançament,EXECUTAT,#SoluciónParaAnastasia,Desnonaments per lloguer,41.4128534,2.1928377,
02/07/2019,"C/ Tortellà, 25","Carrer de Tortellà, 25, 08005 Barcelona, Spain",9:00h,"Al Poblenou Ens Plantem, Casa Àfrica",41.4035573,2.2089533,,,,,,,,,,
02/07/2019,"C/ Marià Aguiló, 39","Carrer de Marià Aguiló, 39, 08005 Barcelona, Spain",8:00h,"Al Poblenou Ens Plantem, Casa Àfrica",41.4028676,2.2009294,,,,,,,,,,
02/07/2019,C/ Biscaia 334,"Carrer de Biscaia, 334, 08027 Barcelona, Spain",10:30h,Sindicat d'Habitatge de Sant Andreu,41.4148384,2.1899636,,,,,,,,,,
03/07/2019,,,,,,,3/7/2019,"C/ Bonsoms, 16,  Barcelona (08028)","Carrer de Bonsoms, 16, 08028 Barcelona, Spain","DOMUS BARCELONA SOCIAL, S.L.",ATURAT en porta,#JefersonSeQueda,Desnonaments per lloguer,41.3731009,2.1267852,
03/07/2019,"C/ Violant d'Hongria, 165","Carrer de Violant d'Hongria Reina d'Aragó, 165, 08014 Barcelona, Spain",11:00h,Grup d'Habitatge de Sants,41.3808178,2.1356008,3/7/2019,"C/ Violant d’Hongria Reina d’Aragó, 40, Barcelona","Carrer de Violant d'Hongria Reina d'Aragó, 40, 08028 Barcelona, Spain",BANCO POPULAR,SUSPÈS,#MariaFernandaSeQueda,Desnonaments per lloguer,41.378061,2.1286544,x
